5s4s3s2s,0,0
6s4s3s2s,0,0
7s4s3s2s,0,0
8s4s3s2s,0,0
9s4s3s2s,0,0
Ts4s3s2s,0,0
Js4s3s2s,0,0
Qs4s3s2s,0,0
Ks4s3s2s,0,0
As4s3s2s,0,0
2h4s3s2s,0,0
3h4s3s2s,0,0
4h4s3s2s,0,0
5h4s3s2s,0,0
6h4s3s2s,0,0
7h4s3s2s,0,0
8h4s3s2s,0,0
9h4s3s2s,0,0
Th4s3s2s,0,0
Jh4s3s2s,0,0
Qh4s3s2s,0,0
Kh4s3s2s,0,0
Ah4s3s2s,0,0
2d4s3s2s,0,0
3d4s3s2s,0,0
4d4s3s2s,0,0
5d4s3s2s,0,0
6d4s3s2s,0,0
7d4s3s2s,0,0
8d4s3s2s,0,0
9d4s3s2s,0,0
Td4s3s2s,0,0
Jd4s3s2s,0,0
Qd4s3s2s,0,0
Kd4s3s2s,0,0
Ad4s3s2s,0,0
2c4s3s2s,0,0
3c4s3s2s,0,0
4c4s3s2s,0,0
5c4s3s2s,0,0
6c4s3s2s,0,0
7c4s3s2s,0,0
8c4s3s2s,0,0
9c4s3s2s,0,0
Tc4s3s2s,0,0
Jc4s3s2s,0,0
Qc4s3s2s,0,0
Kc4s3s2s,0,0
Ac4s3s2s,0,0
6s5s3s2s,0,0
7s5s3s2s,0,0
8s5s3s2s,0,0
9s5s3s2s,0,0
Ts5s3s2s,0,0
Js5s3s2s,0,0
Qs5s3s2s,0,0
Ks5s3s2s,0,0
As5s3s2s,0,0
2h5s3s2s,0,0
3h5s3s2s,0,0
4h5s3s2s,0,0
5h5s3s2s,0,0
6h5s3s2s,0,0
7h5s3s2s,0,0
8h5s3s2s,0,0
9h5s3s2s,0,0
Th5s3s2s,0,0
Jh5s3s2s,0,0
Qh5s3s2s,0,0
Kh5s3s2s,0,0
Ah5s3s2s,0,0
2d5s3s2s,0,0
3d5s3s2s,0,0
4d5s3s2s,0,0
5d5s3s2s,0,0
6d5s3s2s,0,0
7d5s3s2s,0,0
8d5s3s2s,0,0
9d5s3s2s,0,0
Td5s3s2s,0,0
Jd5s3s2s,0,0
Qd5s3s2s,0,0
Kd5s3s2s,0,0
Ad5s3s2s,0,0
2c5s3s2s,0,0
3c5s3s2s,0,0
4c5s3s2s,0,0
5c5s3s2s,0,0
6c5s3s2s,0,0
7c5s3s2s,0,0
8c5s3s2s,0,0
9c5s3s2s,0,0
Tc5s3s2s,0,0
Jc5s3s2s,0,0
Qc5s3s2s,0,0
Kc5s3s2s,0,0
Ac5s3s2s,0,0
7s6s3s2s,0,0
8s6s3s2s,0,0
9s6s3s2s,0,0
Ts6s3s2s,0,0
Js6s3s2s,0,0
Qs6s3s2s,0,0
Ks6s3s2s,0,0
As6s3s2s,0,0
2h6s3s2s,0,0
3h6s3s2s,0,0
4h6s3s2s,0,0
5h6s3s2s,0,0
6h6s3s2s,0,0
7h6s3s2s,0,0
8h6s3s2s,0,0
9h6s3s2s,0,0
Th6s3s2s,0,0
Jh6s3s2s,0,0
Qh6s3s2s,0,0
Kh6s3s2s,0,0
Ah6s3s2s,0,0
2d6s3s2s,0,0
3d6s3s2s,0,0
4d6s3s2s,0,0
5d6s3s2s,0,0
6d6s3s2s,0,0
7d6s3s2s,0,0
8d6s3s2s,0,0
9d6s3s2s,0,0
Td6s3s2s,0,0
Jd6s3s2s,0,0
